"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
696100,"Goodman, Hunter",345,0.8801020408163265,247,"73.732000638",0.3623188405797102,0.2591093117408907,0.1855072463768116,0.1417004048582996,0.10144927536231885,"7.282581391",6,-7.518287873996695,98,0.28405797101449276,119,0.34492753623188405
691016,"Soderstrom, Tyler",278,0.86875,201,"73.681415072",0.327338129496403,0.31343283582089554,0.22661870503597123,0.19402985074626866,0.14028776978417265,"7.524154496",12,-12.340532746019933,77,0.27697841726618705,99,0.35611510791366907
691176,"Domínguez, Jasson",255,0.8703071672354948,184,"73.660465843",0.3294117647058824,0.266304347826087,0.19215686274509805,0.1956521739130435,0.1411764705882353,"7.867756392",5,-7.4995267394735,71,0.2784313725490196,78,0.3058823529411765
592518,"Machado, Manny",431,0.8637274549098196,345,"73.647332738",0.3480278422273783,0.391304347826087,0.31322505800464034,0.24347826086956523,0.19489559164733178,"7.774823875",2,-2.469185060262654,86,0.19953596287703015,177,0.41067285382830626
572233,"Walker, Christian",422,0.8921775898520085,304,"73.617565355",0.36966824644549756,0.2730263157894737,0.1966824644549763,0.1513157894736842,0.10900473933649289,"7.429204929",19,-5.132499663176363,118,0.2796208530805687,130,0.3080568720379147
682829,"De La Cruz, Elly",362,0.861904761904762,267,"73.524021492",0.350828729281768,0.3857677902621723,0.2845303867403315,0.20224719101123595,0.14917127071823205,"7.111811492",12,-8.446706874668113,95,0.26243093922651933,155,0.4281767955801105
671218,"Ramos, Heliot",397,0.8861607142857143,294,"73.50802738",0.39546599496221674,0.30952380952380953,0.22921914357682618,0.18027210884353742,0.13350125944584382,"6.834591209",10,-11.156106313823539,103,0.2594458438287154,142,0.35768261964735515
545361,"Trout, Mike",356,0.8855721393034826,257,"73.48960514",0.3202247191011236,0.26848249027237353,0.19382022471910113,0.13229571984435798,0.09550561797752809,"7.364012781",16,-8.210823708241069,99,0.27808988764044945,104,0.29213483146067415
650490,"Díaz, Yandy",360,0.8910891089108911,297,"73.484854194",0.3277777777777779,0.3501683501683502,0.28888888888888886,0.2222222222222222,0.18333333333333332,"7.668825417",2,-13.02597969085551,63,0.175,172,0.4777777777777778
666160,"Moniak, Mickey",264,0.88,189,"73.429147348",0.3446969696969698,0.3439153439153439,0.24621212121212122,0.15873015873015872,0.11363636363636363,"7.741372841",9,0.8081798207817101,75,0.2840909090909091,99,0.375
606466,"Marte, Ketel",276,0.8761904761904762,221,"73.414073261",0.3768115942028986,0.334841628959276,0.26811594202898553,0.167420814479638,0.13405797101449277,"7.838228333",4,-1.676200729901903,55,0.19927536231884058,118,0.427536231884058
677800,"Abreu, Wilyer",284,0.8819875776397516,217,"73.412046831",0.33802816901408456,0.2995391705069124,0.22887323943661972,0.16129032258064516,0.12323943661971831,"7.115232817",5,0.6594412323978629,67,0.23591549295774647,93,0.3274647887323944
624424,"Conforto, Michael",311,0.8735955056179775,245,"73.322864341",0.35048231511254024,0.3183673469387755,0.2508038585209003,0.15918367346938775,0.12540192926045016,"7.247387235",3,-10.067258140182561,66,0.21221864951768488,118,0.37942122186495175
547180,"Harper, Bryce",321,0.8537234042553191,243,"73.214247757",0.34267912772585674,0.3004115226337449,0.22741433021806853,0.1646090534979424,0.12461059190031153,"7.257350903",3,-10.150659777116248,78,0.24299065420560748,109,0.3395638629283489
665487,"Tatis Jr., Fernando",337,0.9182561307901907,251,"73.155028665",0.33531157270029677,0.3904382470119522,0.29080118694362017,0.23107569721115537,0.17210682492581603,"7.235316469",6,-9.348405528467513,86,0.2551928783382789,139,0.4124629080118694
641857,"McMahon, Ryan",391,0.8886363636363637,266,"73.130201918",0.27621483375959094,0.31954887218045114,0.21739130434782608,0.18421052631578946,0.12531969309462915,"7.418254552",9,-22.25690583818811,125,0.319693094629156,114,0.2915601023017903
621566,"Olson, Matt",489,0.8654867256637168,388,"73.090095644",0.329243353783231,0.30670103092783507,0.24335378323108384,0.15721649484536082,0.12474437627811862,"7.382854642",10,-1.5595089783551046,101,0.2065439672801636,163,0.3333333333333333
671056,"Herrera, Iván",275,0.8675078864353313,227,"73.083098218",0.3454545454545455,0.30837004405286345,0.2545454545454545,0.1762114537444934,0.14545454545454545,"7.624409236",2,-7.515835328787917,48,0.17454545454545456,109,0.39636363636363636
663457,"Nootbaar, Lars",317,0.8954802259887006,251,"73.046106972",0.32176656151419564,0.3545816733067729,0.2807570977917981,0.1952191235059761,0.15457413249211358,"7.004410252",10,-2.265885672114092,66,0.2082018927444795,138,0.4353312302839117
700250,"Rice, Ben",266,0.8866666666666667,212,"72.997587481",0.30075187969924816,0.3915094339622642,0.31203007518796994,0.2830188679245283,0.22556390977443608,"7.404896579",4,8.136339102167943,54,0.20300751879699247,117,0.4398496240601504
595879,"Báez, Javier",247,0.8546712802768166,177,"72.875895101",0.2672064777327935,0.3333333333333333,0.2388663967611336,0.1864406779661017,0.13360323886639677,"8.266570202",4,-1.1681911705748047,70,0.2834008097165992,100,0.4048582995951417
677951,"Witt Jr., Bobby",380,0.8715596330275229,299,"72.832537921",0.3,0.3779264214046823,0.29736842105263156,0.20066889632107024,0.15789473684210525,"6.915148474",6,11.461761530534808,81,0.2131578947368421,157,0.4131578947368421
621043,"Correa, Carlos",354,0.8962025316455696,301,"72.800125932",0.28531073446327687,0.26578073089701,0.22598870056497175,0.1362126245847176,0.11581920903954802,"7.02397113",5,-5.008756590108805,53,0.1497175141242938,146,0.4124293785310734
665862,"Chisholm Jr., Jazz",314,0.8845070422535212,226,"72.745423376",0.3089171974522294,0.3407079646017699,0.24522292993630573,0.1902654867256637,0.13694267515923567,"7.66431758",4,1.882325893249892,88,0.2802547770700637,111,0.3535031847133758
671732,"Butler, Lawrence",339,0.8582278481012658,235,"72.742722596",0.2861356932153392,0.2851063829787234,0.1976401179941003,0.16170212765957448,0.11209439528023599,"6.930745221",11,-8.834914694974943,104,0.30678466076696165,110,0.32448377581120946
543807,"Springer, George",315,0.875,257,"72.72842254",0.2952380952380953,0.2723735408560311,0.2222222222222222,0.12062256809338522,0.09841269841269841,"7.415152095",4,2.2499005902655806,58,0.18412698412698414,115,0.36507936507936506
667670,"Rooker, Brent",341,0.8589420654911839,255,"72.6751561",0.2873900293255133,0.36470588235294116,0.2727272727272727,0.17647058823529413,0.13196480938416422,"6.995292082",15,-8.630717201868242,86,0.25219941348973607,134,0.39296187683284456
669224,"Wells, Austin",293,0.861764705882353,230,"72.668237645",0.25255972696245743,0.30869565217391304,0.24232081911262798,0.17391304347826086,0.13651877133105803,"7.593329454",4,0.4359665024499093,63,0.2150170648464164,109,0.3720136518771331
592885,"Yelich, Christian",405,0.869098712446352,298,"72.662398963",0.2691358024691358,0.3187919463087248,0.2345679012345679,0.1644295302013423,0.12098765432098765,"7.521399654",8,-6.147124288284132,107,0.2641975308641975,149,0.36790123456790125
687597,"Beck, Jordan",354,0.8655256723716381,248,"72.639441243",0.268361581920904,0.24193548387096775,0.1694915254237288,0.10887096774193548,0.07627118644067797,"7.733139237",5,-7.97752372940405,106,0.2994350282485876,115,0.3248587570621469
694192,"Chourio, Jackson",325,0.8376288659793815,258,"72.610479785",0.2584615384615385,0.4108527131782946,0.3261538461538461,0.1821705426356589,0.14461538461538462,"7.436385415",7,2.7450086035383023,67,0.20615384615384616,154,0.47384615384615386
669127,"Langeliers, Shea",289,0.8450292397660819,230,"72.575342457",0.2595155709342561,0.33043478260869563,0.2629757785467128,0.20869565217391303,0.16608996539792387,"7.105484014",2,-6.33029102692212,59,0.2041522491349481,114,0.3944636678200692
664040,"Lowe, Brandon",372,0.8611111111111112,277,"72.563200538",0.2795698924731183,0.2743682310469314,0.20430107526881722,0.1407942238267148,0.10483870967741936,"7.083746909",7,2.1163130722514163,95,0.2553763440860215,125,0.33602150537634407
673548,"Suzuki, Seiya",392,0.8828828828828829,301,"72.549778342",0.3137755102040817,0.34219269102990035,0.2627551020408163,0.17940199335548174,0.1377551020408163,"7.178894439",10,-4.375582137528653,91,0.23214285714285715,154,0.39285714285714285
669357,"Gorman, Nolan",251,0.8745644599303136,164,"72.481125936",0.23107569721115534,0.25609756097560976,0.16733067729083664,0.12804878048780488,0.08366533864541832,"7.632683147",4,-15.608056645157083,87,0.3466135458167331,66,0.26294820717131473
676572,"Wagaman, Eric",291,0.8686567164179104,231,"72.444112234",0.2680412371134021,0.37662337662337664,0.29896907216494845,0.1774891774891775,0.140893470790378,"7.033411821",11,-12.470200507789821,60,0.20618556701030927,123,0.422680412371134
679529,"Torkelson, Spencer",392,0.8769574944071589,294,"72.417194847",0.18877551020408168,0.2789115646258503,0.20918367346938777,0.1326530612244898,0.09948979591836735,"7.754705179",6,-7.728523758236265,98,0.25,129,0.32908163265306123
663993,"Lowe, Nathaniel",441,0.8837675350701403,349,"72.414909478",0.23356009070294786,0.2693409742120344,0.21315192743764172,0.12607449856733524,0.09977324263038549,"7.212676825",13,-3.0966330981270938,92,0.20861678004535147,156,0.35374149659863946
502054,"Pham, Tommy",241,0.8827838827838828,188,"72.370110581",0.2199170124481328,0.3882978723404255,0.3029045643153527,0.17553191489361702,0.13692946058091288,"6.996167842",5,0.6582618242862454,53,0.21991701244813278,99,0.4107883817427386
672820,"Sosa, Lenyn",390,0.874439461883408,308,"72.321707333",0.23076923076923078,0.32142857142857145,0.25384615384615383,0.15584415584415584,0.12307692307692308,"7.463785",3,7.856948314021927,82,0.21025641025641026,154,0.39487179487179486
691718,"Crow-Armstrong, Pete",406,0.9002217294900222,298,"72.315824655",0.229064039408867,0.31543624161073824,0.2315270935960591,0.15436241610738255,0.11330049261083744,"7.220905468",6,-2.930765245889105,108,0.2660098522167488,140,0.3448275862068966
694671,"Langford, Wyatt",329,0.8657894736842106,247,"72.167572979",0.1914893617021277,0.3360323886639676,0.25227963525835867,0.1700404858299595,0.1276595744680851,"6.921863009",4,-12.068996315195722,82,0.24924012158054712,110,0.3343465045592705
683011,"Volpe, Anthony",392,0.8558951965065502,291,"72.120456607",0.2653061224489796,0.3539518900343643,0.2627551020408163,0.16838487972508592,0.125,"7.304035128",6,-12.606139551703285,101,0.2576530612244898,142,0.3622448979591837
521692,"Perez, Salvador",383,0.8724373576309795,298,"72.075409739",0.23237597911227156,0.31543624161073824,0.2454308093994778,0.1610738255033557,0.12532637075718014,"7.706540026",8,-8.017470009965226,85,0.22193211488250653,154,0.402088772845953
666310,"Naylor, Bo",295,0.8832335329341318,235,"72.070032136",0.21016949152542375,0.251063829787234,0.2,0.09361702127659574,0.07457627118644068,"7.782894881",6,-5.634294883205728,60,0.2033898305084746,99,0.33559322033898303
668904,"Lewis, Royce",246,0.8631578947368421,194,"72.06037378",0.28861788617886175,0.35051546391752575,0.2764227642276423,0.14948453608247422,0.11788617886178862,"7.97147813",5,-0.7452903942257569,52,0.21138211382113822,101,0.4105691056910569
664056,"Bader, Harrison",319,0.8692098092643051,221,"72.059620376",0.22257053291536052,0.27601809954751133,0.19122257053291536,0.12669683257918551,0.0877742946708464,"7.099142759",10,-14.22334002379037,98,0.3072100313479624,100,0.31347962382445144
502671,"Goldschmidt, Paul",321,0.8492063492063492,265,"72.056514953",0.19003115264797507,0.4037735849056604,0.3333333333333333,0.15849056603773584,0.1308411214953271,"7.50729595",4,0.4540152067883897,56,0.17445482866043613,153,0.4766355140186916
665742,"Soto, Juan",363,0.8810679611650486,301,"72.015079945",0.2672176308539945,0.42857142857142855,0.35537190082644626,0.26578073089701,0.22038567493112948,"6.91200416",16,11.80122269775238,62,0.17079889807162535,173,0.4765840220385675
608369,"Seager, Corey",212,0.8688524590163934,160,"72.005114434",0.17924528301886794,0.31875,0.24056603773584906,0.1625,0.12264150943396226,"6.704586698",5,-7.182722094784269,52,0.24528301886792453,74,0.3490566037735849
686780,"Pagés, Pedro",271,0.8685897435897436,196,"71.935173321",0.19926199261992628,0.25,0.18081180811808117,0.14795918367346939,0.1070110701107011,"7.172179151",8,1.639889461926201,75,0.2767527675276753,88,0.3247232472324723
682928,"Abrams, CJ",341,0.8503740648379052,269,"71.898483959",0.20821114369501467,0.30855018587360594,0.2434017595307918,0.12639405204460966,0.09970674486803519,"7.634273402",15,-6.092705529900938,72,0.21114369501466276,150,0.4398826979472141
661388,"Contreras, William",354,0.8592233009708737,279,"71.811633672",0.23446327683615822,0.3655913978494624,0.288135593220339,0.16487455197132617,0.12994350282485875,"7.133259294",6,-8.390511157216624,75,0.211864406779661,146,0.4124293785310734
542303,"Ozuna, Marcell",370,0.8525345622119815,300,"71.795199135",0.21081081081081088,0.31333333333333335,0.25405405405405407,0.13666666666666666,0.11081081081081082,"7.104716189",1,-13.400184956317432,70,0.1891891891891892,136,0.3675675675675676
686555,"Collins, Isaac",260,0.8873720136518771,214,"71.766107769",0.13846153846153847,0.29439252336448596,0.2423076923076923,0.14018691588785046,0.11538461538461539,"6.704813154",8,-3.1070658146687284,46,0.17692307692307693,99,0.38076923076923075
672386,"Kirk, Alejandro",330,0.8707124010554089,287,"71.720339061",0.24242424242424243,0.39372822299651566,0.3424242424242424,0.21254355400696864,0.18484848484848485,"7.129135848",4,3.441787815431119,43,0.1303030303030303,166,0.503030303030303
666134,"Jones, Nolan",259,0.8409090909090909,196,"71.682456255",0.2123552123552124,0.35714285714285715,0.2702702702702703,0.1377551020408163,0.10424710424710425,"6.813943745",6,-13.392375867189562,63,0.24324324324324326,91,0.35135135135135137
605137,"Bell, Josh",289,0.8525073746312685,242,"71.675972042",0.2110726643598616,0.3512396694214876,0.29411764705882354,0.16942148760330578,0.14186851211072665,"7.866612388",5,0.6955557066105609,47,0.16262975778546712,123,0.42560553633217996
657656,"Laureano, Ramón",320,0.896358543417367,249,"71.670469125",0.18125000000000005,0.3493975903614458,0.271875,0.18473895582329317,0.14375,"6.912809969",9,-1.7434203680768074,71,0.221875,129,0.403125
669911,"Toglia, Michael",201,0.8340248962655602,124,"71.668350746",0.10447761194029853,0.28225806451612906,0.17412935323383086,0.12096774193548387,0.07462686567164178,"7.419906816",7,-14.058143434211274,77,0.38308457711442784,55,0.2736318407960199
642715,"Adames, Willy",410,0.8874458874458875,306,"71.633450902",0.17804878048780493,0.2908496732026144,0.21707317073170732,0.12418300653594772,0.09268292682926829,"8.11945761",6,-10.772807138306543,104,0.25365853658536586,144,0.35121951219512193
681624,"Pages, Andy",408,0.8699360341151386,333,"71.60283951",0.13480392156862747,0.26426426426426425,0.21568627450980393,0.10510510510510511,0.0857843137254902,"7.736725735",10,8.33608564972025,75,0.18382352941176472,153,0.375
553993,"Suárez, Eugenio",423,0.8757763975155279,300,"71.596640449",0.2009456264775414,0.2866666666666667,0.2033096926713948,0.10333333333333333,0.07328605200945626,"7.842005035",22,-14.49852755748748,123,0.2907801418439716,136,0.3215130023640662
686469,"Pasquantino, Vinnie",380,0.8715596330275229,318,"71.589943816",0.1815789473684211,0.3742138364779874,0.3131578947368421,0.19811320754716982,0.16578947368421051,"7.321647026",4,8.278849312137387,62,0.1631578947368421,172,0.45263157894736844
606192,"Hernández, Teoscar",358,0.8817733990147784,261,"71.542074721",0.19273743016759778,0.36015325670498083,0.26256983240223464,0.1685823754789272,0.12290502793296089,"7.729485503",9,-16.684682308854597,97,0.2709497206703911,140,0.39106145251396646
665966,"Narváez, Carlos",322,0.8632707774798928,252,"71.490176646",0.1521739130434783,0.36904761904761907,0.2888198757763975,0.1626984126984127,0.12732919254658384,"7.484684379",4,3.4693920706716512,70,0.21739130434782608,119,0.3695652173913043
668804,"Reynolds, Bryan",388,0.8508771929824561,289,"71.480314407",0.1675257731958763,0.328719723183391,0.24484536082474226,0.1695501730103806,0.12628865979381443,"6.951382036",22,-9.531461140964966,99,0.2551546391752577,137,0.35309278350515466
669016,"Marsh, Brandon",256,0.8737201365187713,189,"71.471651602",0.14062500000000008,0.3492063492063492,0.2578125,0.1693121693121693,0.125,"7.172982461",4,5.222257110638369,67,0.26171875,95,0.37109375
672580,"Garcia, Maikel",302,0.84593837535014,266,"71.386227815",0.13907284768211922,0.4473684210526316,0.39403973509933776,0.20676691729323307,0.18211920529801323,"7.263970563",3,8.41870131007865,36,0.11920529801324503,165,0.5463576158940397
687401,"Ortiz, Joey",296,0.8268156424581006,262,"71.37426125",0.18918918918918928,0.2862595419847328,0.2533783783783784,0.09923664122137404,0.08783783783783784,"7.469291824",3,3.149364833173919,34,0.11486486486486487,144,0.4864864864864865
673237,"Diaz, Yainer",285,0.8456973293768546,223,"71.348921228",0.13684210526315793,0.38565022421524664,0.3017543859649123,0.19730941704035873,0.1543859649122807,"7.389016246",10,6.923300705908195,62,0.21754385964912282,119,0.41754385964912283
665019,"Clemens, Kody",245,0.8718861209964412,180,"71.346463265",0.11428571428571431,0.4222222222222222,0.31020408163265306,0.21666666666666667,0.15918367346938775,"7.226002612",1,-5.952683009972636,65,0.2653061224489796,96,0.39183673469387753
681351,"O'Hoppe, Logan",279,0.8773584905660378,188,"71.339464767",0.15053763440860218,0.3191489361702128,0.21505376344086022,0.13829787234042554,0.0931899641577061,"7.637281685",11,-17.180451444982918,91,0.32616487455197135,87,0.3118279569892473
681481,"Carpenter, Kerry",274,0.8698412698412699,205,"71.318061423",0.12408759124087593,0.45365853658536587,0.33941605839416056,0.17073170731707318,0.12773722627737227,"7.463495803",7,2.2860560908202947,69,0.2518248175182482,118,0.4306569343065693
701538,"Merrill, Jackson",263,0.8825503355704698,184,"71.316742471",0.14828897338403046,0.32065217391304346,0.22433460076045628,0.15760869565217392,0.11026615969581749,"7.481794144",5,-3.22496525045947,79,0.30038022813688214,91,0.34600760456273766
656811,"O'Hearn, Ryan",335,0.8862433862433863,268,"71.248348985",0.15223880597014924,0.2873134328358209,0.2298507462686567,0.13805970149253732,0.11044776119402985,"7.120399134",7,-2.4972754140095126,67,0.2,121,0.3611940298507463
666969,"García, Adolis",366,0.8714285714285714,274,"71.217582022",0.18579234972677594,0.3795620437956204,0.28415300546448086,0.18613138686131386,0.13934426229508196,"7.482059973",9,-17.324184194790888,92,0.25136612021857924,146,0.3989071038251366
665161,"Peña, Jeremy",221,0.8599221789883269,164,"71.185677285",0.08597285067873303,0.4329268292682927,0.3212669683257919,0.18902439024390244,0.14027149321266968,"7.422859729",5,-0.6222845215270918,57,0.2579185520361991,107,0.4841628959276018
693307,"Dingler, Dillon",312,0.8838526912181303,236,"71.155196667",0.09935897435897437,0.3093220338983051,0.23397435897435898,0.15677966101694915,0.11858974358974358,"7.667012147",3,-2.60275822684539,76,0.24358974358974358,110,0.3525641025641026
663697,"India, Jonathan",367,0.8843373493975903,317,"71.033725477",0.16348773841961856,0.31230283911671924,0.26975476839237056,0.09779179810725552,0.08446866485013624,"7.360014169",14,-10.202996825483254,50,0.1362397820163488,172,0.46866485013623976
